DayId,TimeSlotId,RealTimePrice(RMB/MW¡¤h)
1,1,118.01971584
1,2,111.3527367
1,3,96.67119753
1,4,109.01220147
1,5,106.60074093
1,6,78.51431817000001
1,7,78.37246755000001
1,8,106.38796500000001
1,9,78.51431817000001
1,10,107.30999403000001
1,11,96.52934691
1,12,8.29826127
1,13,78.65616879
1,14,53.76138498
1,15,53.69045967
1,16,96.17472036000001
1,17,56.0309949
1,18,8.36918658
1,19,53.619534359999996
1,20,46.95255522
1,21,88.6566375
1,22,100.43023896
1,23,100.57208958
1,24,103.5509526
1,25,102.06152109
1,26,106.95536748
1,27,100.64301489
1,28,88.58571219000001
1,29,97.16767469999999
1,30,97.16767469999999
1,31,88.44386157000001
1,32,96.03286974
1,33,79.36542189
1,34,79.36542189
1,35,97.02582408
1,36,80.07467498999999
1,37,79.4363472
1,38,79.36542189
1,39,79.93282436999999
1,40,88.72756281
1,41,79.93282436999999
1,42,100.07561240999999
1,43,100.43023896
1,44,100.21746303
1,45,100.0046871
1,46,87.45090723
1,47,96.81304815
1,48,79.93282436999999
1,49,96.67119753
1,50,99.72098586
1,51,80.00374968
1,52,96.31657098000001
1,53,79.93282436999999
1,54,79.93282436999999
1,55,75.96100701
1,56,80.00374968
1,57,100.0046871
1,58,103.48002729
1,59,101.70689454000001
1,60,96.88397346
1,61,96.67119753
1,62,73.97509833
1,63,87.09628067999999
1,64,74.04602364
1,65,74.04602364
1,66,87.16720599
1,67,101.21041737
1,68,100.28838834000001
1,69,113.26772007000001
1,70,113.26772007000001
1,71,74.11694895
1,72,83.90464173000001
1,73,70.71253407
1,74,70.71253407
1,75,96.67119753
1,76,84.82667076000001
1,77,99.93376179
1,78,95.82009381
1,79,89.29496529000001
1,80,96.60027222
1,81,95.82009381
1,82,103.33817667000001
1,83,100.99764144000001
1,84,88.01830971
1,85,73.90417302
1,86,106.10426376000001
1,87,104.89853348999999
1,88,143.69467806
1,89,87.16720599
1,90,87.73460847
1,91,90.78439680000001
1,92,74.11694895
1,93,89.15311467000001
1,94,119.58007266
1,95,119.50914735
1,96,109.65052926000001
2,1,94.82713946999999
2,2,86.38702758
2,3,86.03240103
2,4,85.03944669
2,5,85.110372
2,6,86.88350475
2,7,96.38749629
2,8,105.96241314
2,9,87.09628067999999
2,10,88.79848812
2,11,86.5288782
2,12,87.73460847
2,13,100.50116427
2,14,97.30952532
2,15,102.27429702
2,16,103.05447543
2,17,108.09017244
2,18,131.77922597999998
2,19,128.94221358
2,20,137.45325078
2,21,140.14841256000003
2,22,149.93610534
2,23,137.38232547
2,24,160.64582715
2,25,137.45325078
2,26,144.19115523
2,27,140.29026318
2,28,143.05635027000002
2,29,125.04132152999999
2,30,133.55235872999998
2,31,137.31140016
2,32,125.04132152999999
2,33,125.5377987
2,34,128.44573641
2,35,117.80693991
2,36,165.68152416
2,37,151.21276092
2,38,128.72943765
2,39,127.31093145
2,40,123.90651657
2,41,116.24658309
2,42,118.87081956000002
2,43,116.10473247000002
2,44,108.58664961000001
2,45,113.05494414
2,46,117.94879053
2,47,120.78580293000002
2,48,116.95583618999999
2,49,117.80693991
2,50,129.43869075
2,51,126.53075304000001
2,52,129.43869075
2,53,126.67260366
2,54,126.53075304000001
2,55,126.53075304000001
2,56,126.53075304000001
2,57,117.31046273999999
2,58,117.31046273999999
2,59,101.77781985
2,60,122.62986099
2,61,117.16861212
2,62,117.73601460000002
2,63,116.67213495
2,64,107.30999403000001
2,65,101.70689454000001
2,66,86.81257944000001
2,67,86.59980351
2,68,85.74869979
2,69,86.74165413
2,70,87.37998192
2,71,86.67072882000001
2,72,85.74869979
2,73,84.89759607
2,74,86.74165413
2,75,70.92531
2,76,70.78345938000001
2,77,69.71957973
2,78,69.5068038
2,79,55.67636835
2,80,50.711596650000004
2,81,50.711596650000004
2,82,50.853447270000004
2,83,48.371061420000004
2,84,50.924372579999996
2,85,50.99529789
2,86,50.782521960000004
2,87,48.51291204
2,88,48.51291204
2,89,33.90229818
2,90,33.831372869999996
2,91,-29.57585427
2,92,-76.38655887
2,93,115.89195654
2,94,64.18740555000001
2,95,150.29073189000002
2,96,150.29073189000002
3,1,150.29073189000002
3,2,146.46076515
3,3,118.79989425000001
3,4,125.11224684000001
3,5,127.02723021
3,6,140.78674035
3,7,89.01126405000001
3,8,43.47721503
3,9,43.19351379
3,10,143.12727558
3,11,128.58758703
3,12,42.83888724
3,13,89.29496529000001
3,14,42.98073786
3,15,42.83888724
3,16,42.83888724
3,17,42.83888724
3,18,42.83888724
3,19,42.83888724
3,20,44.39924406
3,21,128.58758703
3,22,118.37434239000001
3,23,118.30341708
3,24,118.30341708
3,25,133.55235872999998
3,26,129.29684013
3,27,121.42413072000001
3,28,45.95960088
3,29,108.09017244
3,30,108.09017244
3,31,121.35320541
3,32,130.00609322999998
3,33,45.95960088
3,34,122.41708506000002
3,35,122.48801037
3,36,45.95960088
3,37,45.95960088
3,38,45.95960088
3,39,45.95960088
3,40,45.95960088
3,41,45.95960088
3,42,45.95960088
3,43,45.95960088
3,44,45.95960088
3,45,116.3175084
3,46,122.41708506000002
3,47,122.34615975
3,48,122.34615975
3,49,122.34615975
3,50,116.24658309
3,51,113.62234662
3,52,8.36918658
3,53,8.36918658
3,54,8.36918658
3,55,8.36918658
3,56,8.79473844
3,57,8.36918658
3,58,45.95960088
3,59,116.24658309
3,60,122.27523443999999
3,61,8.72381313
3,62,8.36918658
3,63,8.36918658
3,64,8.36918658
3,65,8.36918658
3,66,8.36918658
3,67,49.00938921
3,68,131.85015129
3,69,122.27523443999999
3,70,85.74869979
3,71,113.55142131000001
3,72,45.95960088
3,73,8.36918658
3,74,8.36918658
3,75,76.95396135
3,76,8.36918658
3,77,8.36918658
3,78,77.23766259
3,79,45.95960088
3,80,85.96147572
3,81,-161.56785618
3,82,105.25316004
3,83,85.74869979
3,84,70.00328096999999
3,85,70.07420628000001
3,86,16.667447850000002
3,87,16.73837316
3,88,25.10755974
3,89,25.10755974
3,90,16.59652254
3,91,16.525597230000002
3,92,24.89478381
3,93,16.667447850000002
3,94,16.73837316
3,95,16.73837316
3,96,16.73837316
4,1,16.667447850000002
4,2,16.667447850000002
4,3,16.667447850000002
4,4,16.667447850000002
4,5,16.73837316
4,6,16.667447850000002
4,7,16.73837316
4,8,25.17848505
4,9,35.675430930000005
4,10,35.60450562
4,11,35.60450562
4,12,35.60450562
4,13,118.16156646
4,14,77.16673728
4,15,110.07608112
4,16,110.07608112
4,17,110.14700643
4,18,110.07608112
4,19,101.91967047
4,20,114.54437564999999
4,21,89.01126405000001
4,22,89.01126405000001
4,23,89.15311467000001
4,24,53.83231029
4,25,53.83231029
4,26,53.83231029
4,27,53.83231029
4,28,55.25081649
4,29,59.364484469999994
4,30,53.83231029
4,31,89.86236777
4,32,59.364484469999994
4,33,59.08078323
4,34,91.42272459
4,35,53.619534359999996
4,36,91.35179928000001
4,37,91.35179928000001
4,38,53.83231029
4,39,83.76279111000001
4,40,91.84827645
4,41,53.76138498
4,42,91.35179928000001
4,43,83.55001518
4,44,83.62094049
4,45,92.77030548
4,46,97.30952532
4,47,84.68482014
4,48,85.18129731
4,49,84.82667076000001
4,50,91.20994866
4,51,84.89759607
4,52,84.82667076000001
4,53,84.75574544999999
4,54,88.37293626
4,55,88.94033874
4,56,91.77735114
4,57,98.23155435
4,58,85.89055041
4,59,85.32314792999999
4,60,93.76325982
4,61,91.70642583
4,62,95.0399154
4,63,87.45090723
4,64,87.45090723
4,65,84.89759607
4,66,94.75621416
4,67,109.01220147
4,68,100.78486551
4,69,109.15405209000001
4,70,109.01220147
4,71,99.86283648
4,72,99.57913524
4,73,93.26678265000001
4,74,95.11084071
4,75,100.35931365
4,76,113.33864538
4,77,109.01220147
4,78,113.55142131000001
4,79,101.13949206
4,80,111.28181139
4,81,86.17425165
4,82,107.59369527
4,83,94.18881168
4,84,93.97603575000001
4,85,94.04696106
4,86,87.09628067999999
4,87,81.91873305
4,88,84.04649235
4,89,84.25926828
4,90,94.04696106
4,91,95.18176602
4,92,91.42272459
4,93,87.16720599
4,94,87.02535537
4,95,101.77781985
4,96,102.27429702
5,1,98.16062904
5,2,99.57913524
5,3,101.91967047
5,4,99.22450869000001
5,5,105.25316004
5,6,102.55799826
5,7,115.39547937
5,8,104.33113101000001
5,9,101.21041737
5,10,135.11271555000002
5,11,140.50303911
5,12,134.89993962
5,13,126.24705180000001
5,14,130.07701854
5,15,125.60872401
5,16,130.21886916
5,17,123.69374064000002
5,18,130.28979447
5,19,151.99293933
5,20,168.73131249
5,21,149.15592693000002
5,22,147.80834604
5,23,139.51008477000002
5,24,187.45559433
5,25,130.57349571
5,26,161.63878148999999
5,27,130.71534633
5,28,151.49646216
5,29,142.70172372000002
5,30,150.99998499
5,31,109.2249774
5,32,139.51008477000002
5,33,228.23764758000002
5,34,1611.56489382
5,35,576.4099943699999
5,36,162.84451176000002
5,37,135.46734210000002
5,38,142.06339593
5,39,121.28228010000001
5,40,108.16109775
5,41,116.74306026000001
5,42,108.87035085
5,43,114.18974910000001
5,44,109.65052926000001
5,45,103.83465384
5,46,109.2249774
5,47,118.09064115
5,48,109.86330519
5,49,109.43775333
5,50,110.07608112
5,51,110.21793174
5,52,119.65099797
5,53,110.57255829
5,54,126.38890242000001
5,55,126.38890242000001
5,56,117.23953743000001
5,57,134.19068652
5,58,138.51713043
5,59,138.44620512
5,60,138.44620512
5,61,144.97133364
5,62,115.60825530000001
5,63,137.24047485000003
5,64,161.21322963
5,65,126.74352897000001
5,66,115.46640468000001
5,67,109.15405209000001
5,68,108.87035085
5,69,118.79989425000001
5,70,116.03380716
5,71,116.67213495
5,72,112.7712429
5,73,95.96194443
5,74,97.66415187
5,75,97.59322656
5,76,86.88350475
5,77,84.96852138
5,78,84.75574544999999
5,79,84.54296952
5,80,77.02488665999999
5,81,75.03897798
5,82,74.96805267
5,83,74.96805267
5,84,79.36542189
5,85,70.00328096999999
5,86,69.93235566
5,87,69.71957973
5,88,69.71957973
5,89,51.0662232
5,90,72.48566682
5,91,72.48566682
5,92,80.21652561
5,93,47.09440584
5,94,47.87458425
5,95,47.94550956
5,96,47.87458425
6,1,62.91074997
6,2,61.77594501000001
6,3,115.75010592000001
6,4,115.82103122999999
6,5,108.79942554
6,6,113.12586945
6,7,113.12586945
6,8,49.78956762
6,9,115.82103122999999
6,10,101.70689454000001
6,11,111.63643794000001
6,12,61.84687032000001
6,13,111.42366201000002
6,14,49.08031452
6,15,101.49411861
6,16,106.24611438000001
6,17,62.91074997
6,18,49.08031452
6,19,35.959132170000004
6,20,35.959132170000004
6,21,62.91074997
6,22,137.24047485000003
6,23,120.07654983
6,24,139.43915946
6,25,116.03380716
6,26,135.39641679
6,27,148.2338979
6,28,151.7801634
6,29,147.87927135
6,30,147.87927135
6,31,147.87927135
6,32,151.7801634
6,33,147.87927135
6,34,145.3968855
6,35,152.20571526
6,36,113.55142131000001
6,37,124.04836719
6,38,124.04836719
6,39,124.04836719
6,40,113.55142131000001
6,41,118.87081956000002
6,42,118.87081956000002
6,43,121.06950417
6,44,102.69984888
6,45,123.97744188
6,46,123.97744188
6,47,145.32596019
6,48,139.29730884
6,49,124.04836719
6,50,124.04836719
6,51,124.04836719
6,52,113.55142131000001
6,53,113.55142131000001
6,54,121.42413072000001
6,55,124.04836719
6,56,126.24705180000001
6,57,106.45889031
6,58,86.67072882000001
6,59,36.100982789999996
6,60,92.06105238
6,61,65.2512852
6,62,38.441518020000004
6,63,65.2512852
6,64,65.18035988999999
6,65,59.15170854
6,66,-94.89806478000001
6,67,25.391260980000002
6,68,91.35179928000001
6,69,25.249410360000002
6,70,33.61859694
6,71,106.17518907
6,72,101.06856675
6,73,112.13291511
6,74,100.14653772
6,75,46.59792867
6,76,48.087360180000005
6,77,71.56363779
6,78,46.243302119999996
6,79,42.555186
6,80,46.31422743
6,81,144.47485647000002
6,82,115.11177813
6,83,110.57255829
6,84,141.35414283
6,85,138.58805574
6,86,135.32549147999998
6,87,111.21088608
6,88,140.92859097000002
6,89,99.93376179
6,90,114.11882379000001
6,91,110.00515581
6,92,118.16156646
6,93,116.74306026000001
6,94,149.29777755
6,95,153.19866960000002
6,96,139.22638353
7,1,138.94268229
7,2,127.80740862
7,3,138.94268229
7,4,138.80083167
7,5,135.18364086
7,6,116.95583618999999
7,7,116.03380716
7,8,116.3175084
7,9,108.44479899
7,10,116.03380716
7,11,108.79942554
7,12,104.68575756
7,13,88.94033874
7,14,87.09628067999999
7,15,87.16720599
7,16,86.31610227
7,17,86.31610227
7,18,85.89055041
7,19,85.39407324
7,20,85.89055041
7,21,107.59369527
7,22,110.71440891
7,23,110.71440891
7,24,110.71440891
7,25,115.11177813
7,26,123.05541285000001
7,27,126.03427587
7,28,115.46640468000001
7,29,107.73554589
7,30,108.87035085
7,31,104.89853348999999
7,32,82.69891146
7,33,87.09628067999999
7,34,87.66368315999999
7,35,106.52981562
7,36,107.45184465
7,37,109.29590271000001
7,38,116.03380716
7,39,133.33958280000002
7,40,116.10473247000002
7,41,115.82103122999999
7,42,116.17565778
7,43,159.51102219
7,44,159.51102219
7,45,155.18457827999998
7,46,169.65334152000003
7,47,342.35647137
7,48,196.60495932
7,49,145.60966143000002
7,50,125.60872401
7,51,115.53732998999999
7,52,112.84216821
7,53,114.26067441
7,54,114.18974910000001
7,55,114.8990022
7,56,115.75010592000001
7,57,117.0267615
7,58,117.59416397999999
7,59,133.12680687
7,60,145.32596019
7,61,117.94879053
7,62,116.95583618999999
7,63,117.16861212
7,64,115.18270344
7,65,115.04085282
7,66,114.8990022
7,67,112.41661635
7,68,111.92013917999999
7,69,107.73554589
7,70,115.75010592000001
7,71,120.64395231000002
7,72,120.64395231000002
7,73,116.17565778
7,74,115.60825530000001
7,75,106.31703969
7,76,103.19632605000001
7,77,113.97697317000001
7,78,114.75715158
7,79,114.61530096
7,80,114.33159972000001
7,81,114.33159972000001
7,82,114.33159972000001
7,83,114.33159972000001
7,84,114.40252502999999
7,85,114.18974910000001
7,86,114.18974910000001
7,87,115.46640468000001
7,88,115.46640468000001
7,89,115.25362875
7,90,114.40252502999999
7,91,110.28885705
7,92,112.48754166
7,93,103.62187791
7,94,97.02582408
7,95,95.67824319
7,96,95.82009381
8,1,88.30201095
8,2,88.30201095
8,3,105.32408535
8,4,115.75010592000001
8,5,116.24658309
8,6,115.60825530000001
8,7,115.25362875
8,8,115.46640468000001
8,9,114.68622627000002
8,10,115.04085282
8,11,115.67918060999999
8,12,115.25362875
8,13,117.59416397999999
8,14,98.08970373
8,15,91.91920176
8,16,77.37951321
8,17,110.85625953
8,18,110.6434836
8,19,109.57960394999999
8,20,107.94832182
8,21,104.61483225
8,22,91.91920176
8,23,92.06105238
8,24,108.37387368
8,25,115.82103122999999
8,26,115.67918060999999
8,27,116.24658309
8,28,122.13338381999999
8,29,122.62986099
8,30,155.68105545
8,31,121.84968258
8,32,121.77875727000001
8,33,116.3175084
8,34,116.24658309
