DayId,TimeSlotId,RealTimePrice(RMB/MW¡¤h)
1,1,198.16531614000002
1,2,223.76935305
1,3,197.59791366
1,4,183.6965529
1,5,188.87410053
1,6,188.23577274
1,7,206.96005458
1,8,195.68293029
1,9,204.2648928
1,10,199.01641985999998
1,11,202.77546129
1,12,199.01641985999998
1,13,195.11552781
1,14,195.11552781
1,15,195.25737843000002
1,16,195.25737843000002
1,17,195.18645312
1,18,195.18645312
1,19,195.18645312
1,20,159.36917157
1,21,157.38326289000003
1,22,159.01454502
1,23,163.41191424
1,24,165.46874823
1,25,201.07325385000001
1,26,198.02346552
1,27,165.39782292
1,28,165.39782292
1,29,153.12774429
1,30,161.07137901000002
1,31,160.92952839
1,32,160.92952839
1,33,161.0004537
1,34,163.76654079
1,35,160.92952839
1,36,163.76654079
1,37,167.3837316
1,38,190.64723328
1,39,201.71158164000002
1,40,201.35695509
1,41,172.13572737
1,42,166.74540381000003
1,43,166.74540381000003
1,44,162.91543707
1,45,166.6744785
1,46,156.53215917
1,47,16.59652254
1,48,198.37809207
1,49,198.37809207
1,50,198.37809207
1,51,198.73271862
1,52,198.73271862
1,53,206.46357741
1,54,198.73271862
1,55,201.35695509
1,56,201.35695509
1,57,201.35695509
1,58,171.21369834
1,59,198.73271862
1,60,198.73271862
1,61,198.37809207
1,62,192.34944072000002
1,63,198.73271862
1,64,192.42036603
1,65,166.53262788
1,66,166.53262788
1,67,121.49505603
1,68,107.73554589
1,69,155.25550359000002
1,70,190.57630797000002
1,71,161.07137901000002
1,72,163.69561548
1,73,192.9168432
1,74,171.99387675
1,75,173.27053233
1,76,173.19960702
1,77,173.19960702
1,78,173.27053233
1,79,192.84591789
1,80,171.99387675
1,81,173.27053233
1,82,172.13572737
1,83,143.48190213
1,84,157.80881475
1,85,159.86564873999998
1,86,117.66508929
1,87,116.60120964000001
1,88,133.83605997
1,89,117.23953743000001
1,90,118.58711831999999
1,91,117.59416397999999
1,92,115.32455406000001
1,93,115.67918060999999
1,94,119.58007266
1,95,140.92859097000002
1,96,119.58007266
2,1,147.02816763
2,2,153.05681898
2,3,154.97180235000002
2,4,154.97180235000002
2,5,154.97180235000002
2,6,140.85766566
2,7,129.01313889000002
2,8,116.24658309
2,9,119.36729672999999
2,10,102.55799826
2,11,116.03380716
2,12,115.18270344
2,13,116.88491088
2,14,115.53732998999999
2,15,115.67918060999999
2,16,115.53732998999999
2,17,123.26818877999999
2,18,115.67918060999999
2,19,121.14042948
2,20,115.67918060999999
2,21,115.53732998999999
2,22,115.75010592000001
2,23,115.75010592000001
2,24,115.46640468000001
2,25,117.87786522
2,26,115.32455406000001
2,27,115.39547937
2,28,115.11177813
2,29,115.32455406000001
2,30,115.53732998999999
2,31,132.6303297
2,32,118.87081956000002
2,33,118.87081956000002
2,34,115.82103122999999
2,35,115.75010592000001
2,36,118.09064115
2,37,115.75010592000001
2,38,115.60825530000001
2,39,115.60825530000001
2,40,118.09064115
2,41,126.81445427999999
2,42,137.94972795
2,43,138.09157857
2,44,140.57396442
2,45,127.09815552000002
2,46,126.95630489999999
2,47,126.95630489999999
2,48,127.24000614
2,49,127.31093145
2,50,140.36118849
2,51,161.70970680000002
2,52,151.21276092
2,53,154.97180235000002
2,54,141.63784407
2,55,145.53873612
2,56,144.54578178
2,57,142.63079841
2,58,140.00656193999998
2,59,140.07748725
2,60,153.69514677
2,61,147.59557010999998
2,62,154.33347456
2,63,158.94361971
2,64,159.44009688
2,65,163.90839141
2,66,143.34005151
2,67,151.99293933
2,68,151.21276092
2,69,150.78720906
2,70,155.18457827999998
2,71,147.95019666
2,72,140.71581504
2,73,142.70172372000002
2,74,142.63079841
2,75,147.95019666
2,76,155.11365297
2,77,167.59650753
2,78,167.52558222000002
2,79,167.80928346000002
2,80,168.94408842
2,81,155.75198076
2,82,154.33347456
2,83,169.79519214
2,84,155.96475669
2,85,154.68810111
2,86,158.73084378
2,87,175.82384349
2,88,175.61106756
2,89,173.48330826
2,90,192.2075901
2,91,195.61200498
2,92,195.68293029
2,93,187.59744495
2,94,184.405806
2,95,172.06480206
2,96,132.91403094
3,1,124.54484436
3,2,134.11976121
3,3,124.04836719
3,4,177.80975217
3,5,150.00703065
3,6,175.04366508
3,7,172.56127923
3,8,172.06480206
3,9,197.73976428
3,10,215.89664364
3,11,255.26019069000003
3,12,185.46968565
3,13,196.25033277000003
3,14,196.32125808
3,15,348.52697334
3,16,139.86471132
3,17,201.14417916
3,18,232.91871804000002
3,19,179.58288492
3,20,386.82664074
3,21,211.07372256000002
3,22,181.49786829
3,23,141.28321752000002
3,24,187.31374371
3,25,194.61905064
3,26,211.00279725000001
3,27,288.24045984
3,28,357.03801054
3,29,423.56595132
3,30,499.95251019
3,31,402.50113425
3,32,341.71814358
3,33,226.960992
3,34,283.55938937999997
3,35,251.50114926
3,36,505.98116154
3,37,542.43677088
3,38,528.10985826
3,39,499.88158488000005
3,40,313.34801958
3,41,255.75666786000002
3,42,282.63736035
3,43,282.63736035
3,44,304.55328113999997
3,45,285.54529806
3,46,251.50114926
3,47,251.50114926
3,48,428.17609647
3,49,282.63736035
3,50,225.68433642
3,51,227.59931979000004
3,52,257.03332344
3,53,207.45653175
3,54,199.37104641
3,55,225.32970987
3,56,209.93891760000002
3,57,211.07372256000002
3,58,181.92342015
3,59,181.99434546
3,60,213.41425779
3,61,235.40110389
3,62,213.27240717
3,63,235.33017858
3,64,176.39124597
3,65,173.97978543000002
3,66,174.90181446
3,67,189.44150301000002
3,68,161.35508025000001
3,69,161.21322963
3,70,152.27664056999998
3,71,149.08500162
3,72,162.77358645
3,73,163.05728768999998
3,74,147.66649542000002
3,75,197.45606304
3,76,158.44714254000002
3,77,174.33441198
3,78,174.4762626
3,79,173.7670095
3,80,166.74540381000003
3,81,150.07795596
3,82,198.30716676
3,83,198.09439083
3,84,187.31374371
3,85,151.42553685000001
3,86,186.53356530000002
3,87,161.21322963
3,88,145.53873612
3,89,145.53873612
3,90,113.97697317000001
3,91,175.1855157
3,92,181.85249484000002
3,93,192.63314196000002
3,94,171.00092241
3,95,168.87316311
3,96,110.71440891
4,1,172.20665268000002
4,2,168.0929847
4,3,165.46874823
4,4,146.8153917
4,5,238.52181753000002
4,6,224.69138208
4,7,224.76230739000002
4,8,115.82103122999999
4,9,111.3527367
4,10,121.70783196000001
4,11,135.32549147999998
4,12,121.99153319999999
4,13,191.64018762
4,14,170.220744
4,15,169.01501373
4,16,114.8990022
4,17,133.62328404000002
4,18,143.83652868000001
4,19,170.07889338
4,20,154.54625049
4,21,114.82807689
4,22,143.90745399
4,23,111.92013917999999
4,24,121.56598134000001
4,25,142.34709717
4,26,121.63690664999999
4,27,121.49505603
4,28,121.49505603
4,29,121.42413072000001
4,30,110.99811015
4,31,91.70642583
4,32,75.60638046
4,33,83.83371642
4,34,83.62094049
4,35,88.79848812
4,36,143.12727558
4,37,153.48237084000002
4,38,143.41097682
4,39,92.48660423999999
4,40,116.60120964000001
4,41,154.97180235000002
4,42,121.92060789000001
4,43,154.75902642
4,44,159.36917157
4,45,159.44009688
4,46,168.30576063
4,47,164.05024203
4,48,173.83793481
4,49,173.83793481
4,50,180.64676457
4,51,182.91637449
4,52,182.84544918
4,53,183.27100104000002
4,54,183.34192635000002
4,55,114.75715158
4,56,174.83088915
4,57,114.82807689
4,58,143.90745399
4,59,158.09251599
4,60,135.60919272
4,61,144.47485647000002
4,62,181.07231643
4,63,174.40533729
4,64,183.76747821
4,65,183.12915042
4,66,190.36353204
4,67,141.21229221000002
4,68,117.0267615
4,69,179.65381023
4,70,176.03661942
4,71,155.96475669
4,72,140.85766566
4,73,147.80834604
4,74,146.53169046
4,75,140.14841256000003
4,76,140.57396442
4,77,168.16391001000002
4,78,179.65381023
4,79,206.46357741
4,80,206.67635334000002
4,81,171.78110082
4,82,174.75996384
4,83,170.36259462
4,84,182.13619608
4,85,215.47109178
4,86,167.66743284
4,87,167.66743284
4,88,210.08076822
4,89,171.6392502
4,90,178.16437872
4,91,171.49739958
4,92,171.42647427000003
4,93,116.88491088
4,94,173.97978543000002
4,95,170.85907179
4,96,204.33581811
5,1,213.41425779
5,2,205.18692183
5,3,209.2296645
5,4,200.08029951
5,5,204.83229528
5,6,197.03051118000002
5,7,236.74868478000002
5,8,210.50632008
5,9,210.43539477000002
5,10,209.65521636
5,11,209.72614167
5,12,209.86799229
5,13,220.71956472000002
5,14,211.21557318
5,15,167.59650753
5,16,164.75949513
5,17,136.03474458
5,18,136.81492298999999
5,19,164.47579389
5,20,165.68152416
5,21,165.68152416
5,22,164.47579389
5,23,137.66602671
