DayId,TimeSlotId,IES1,IES2,IES3,IES4,IES5,IES6,IES7,IES8,IES9,IES10
1,1,119.2640169,135.7777448,289.7131974,86.70538697,236.3947815,27.0339931,445.4513272,280.8174457,43.21602173,83.00571685
1,2,101.3988997,121.9382569,250.6061936,74.55195348,200.722712,33.68882032,443.8486754,246.9522268,49.02095122,76.95431918
1,3,85.15562991,133.7781981,253.1719359,83.86357189,239.9964781,36.080093,446.8780534,269.3812711,45.7147614,68.92302511
1,4,98.85929304,123.9993698,299.2389778,87.58295076,223.7111347,27.39809195,455.4730719,280.0948471,52.12042023,76.64161664
1,5,105.7754267,143.9717438,286.5933428,77.89203704,242.673759,30.40826244,501.7804376,290.8516602,49.2365093,77.97271103
1,6,108.565097,141.4671917,284.9028515,73.79506453,239.8753404,34.54454893,428.2032482,226.6135354,49.75873598,69.25519731
1,7,95.19142494,120.4447119,304.1415526,81.92984488,207.1346788,26.51687729,406.3322424,256.5213138,58.90313291,73.78809382
1,8,99.60803114,145.9084859,282.115279,81.02574685,220.1051326,29.65756088,382.5027079,241.022939,46.73235952,66.45145046
1,9,120.58735,110.9102133,240.7701217,78.20064016,218.3785353,30.13721113,424.2888718,232.9527916,49.04992944,75.80626145
1,10,103.890453,111.2290862,275.6275395,75.31823182,195.5202614,29.32568399,439.8762042,257.2960243,45.97490098,79.84631479
1,11,93.35446626,120.1960935,261.9528236,80.97323314,228.2896498,31.38285618,424.4164872,286.8051981,45.28970137,65.76718946
1,12,102.5711212,114.5044314,245.1464076,84.78594056,216.3471478,30.26749486,449.1090426,276.8365396,45.91078575,68.95773783
1,13,82.29023579,129.0327677,279.7540066,66.6894995,255.9352973,30.15305727,411.9176366,301.7551298,51.37734911,70.78657091
1,14,89.11760041,136.0107604,284.6749272,64.96621855,217.8104059,31.98946195,362.7341254,250.1191692,48.55349001,76.77983711
1,15,94.47290587,127.3965083,306.9832473,68.50604937,212.6743948,29.71761668,420.0182909,259.2989065,47.04166872,65.8612679
1,16,96.49963879,126.6838754,231.007927,74.30380243,235.5963165,27.40802386,414.9349422,264.8199638,42.49371958,76.2081088
1,17,87.86663693,124.6056432,263.811118,79.51288747,215.6984979,29.76396758,456.8777366,269.7968433,52.61685605,59.59929335
1,18,105.0862763,117.4276158,264.7953006,71.90151923,184.322657,28.70325674,466.3935363,263.575326,44.95119423,64.82361269
1,19,94.74030572,115.6695261,275.538072,75.57748192,211.0996573,26.38025795,386.899379,253.6497728,45.46770695,68.88998754
1,20,102.277935,128.3908552,266.6488336,69.05669699,234.1143152,34.79050252,455.7413943,229.0057551,49.38824459,65.98262057
